headline,url
,/us-news/2024/nov/20/matt-gaetz-house-ethics-committee-vote
Trump administrationTrump likely to choose surgeon and writer Marty Makary as FDA chief,/us-news/2024/nov/20/trump-marty-makary-fda-chief
Matt GaetzVance pleads with US senators to back Matt Gaetz as Trump’s attorney general,/us-news/2024/nov/20/trump-cabinet-vance-gaetz
GiulianiGeorgia election workers ask judge to hold Rudy Giuliani in contempt,/us-news/2024/nov/20/rudy-giuliani-georgia-contempt
,/us-news/2024/nov/20/bernie-sanders-israel-gaza-resolution
,/us-news/2024/nov/20/las-vegas-911-caller-police-officer
,/artanddesign/2024/nov/21/maurizio-cattelans-duct-taped-banana-artwork-fetches-us52m-at-new-york-auction
,/world/2024/nov/20/ukraine-uk-missiles-strike-russia
,/world/2024/nov/20/bomb-cyclone-wildfires
,/us-news/2024/nov/20/sarah-mcbride-trans-bathroom-ban
,/us-news/2024/nov/20/trump-texas-mass-deportation-facilities
,/us-news/2024/nov/20/tennessee-man-capitol-riot-convicted
,/world/2024/nov/20/london-18-year-old-arrested-in-dubai-for-sex-with-17-year-old
